ds,y
5/8/2018 7:30:00 AM,84
5/7/2018 8:00:00 AM,57
5/7/2018 7:30:00 AM,97
5/5/2018 8:00:00 AM,41
5/5/2018 7:30:00 AM,48
5/4/2018 8:00:00 AM,35
5/4/2018 7:30:00 AM,68
5/3/2018 8:00:00 AM,47
5/3/2018 7:30:00 AM,97
4/30/2018 8:00:00 AM,52
4/30/2018 7:30:00 AM,108
4/28/2018 8:00:00 AM,28
4/28/2018 7:30:00 AM,65
4/27/2018 8:00:00 AM,20
4/27/2018 7:30:00 AM,63
4/26/2018 8:00:00 AM,27
4/26/2018 7:30:00 AM,80
4/24/2018 8:00:00 AM,36
4/24/2018 7:30:00 AM,60
4/23/2018 8:00:00 AM,49
4/23/2018 7:30:00 AM,69
4/21/2018 8:00:00 AM,26
4/21/2018 7:30:00 AM,54
4/20/2018 8:00:00 AM,21
4/20/2018 7:30:00 AM,53
4/19/2018 8:00:00 AM,36
4/19/2018 7:30:00 AM,55
4/17/2018 8:00:00 AM,25
4/17/2018 7:30:00 AM,69
4/16/2018 8:00:00 AM,24
4/16/2018 7:30:00 AM,95
4/14/2018 8:00:00 AM,25
4/14/2018 7:30:00 AM,32
4/13/2018 8:00:00 AM,18
4/13/2018 7:30:00 AM,50
4/12/2018 8:00:00 AM,23
4/12/2018 7:30:00 AM,60
4/10/2018 8:00:00 AM,36
4/10/2018 7:30:00 AM,36
4/9/2018 8:00:00 AM,50
4/9/2018 7:30:00 AM,57
4/7/2018 8:00:00 AM,17
4/7/2018 7:30:00 AM,68
4/6/2018 8:00:00 AM,58
4/6/2018 7:30:00 AM,79
4/5/2018 8:00:00 AM,47
4/5/2018 7:30:00 AM,76
4/3/2018 8:00:00 AM,58
4/3/2018 7:30:00 AM,70
3/31/2018 8:00:00 AM,24
3/31/2018 7:30:00 AM,49
3/30/2018 8:00:00 AM,35
3/30/2018 7:30:00 AM,50
3/29/2018 8:00:00 AM,23
3/29/2018 7:30:00 AM,71
3/27/2018 8:00:00 AM,65
3/27/2018 7:30:00 AM,72
3/26/2018 8:00:00 AM,31
3/26/2018 7:30:00 AM,79
3/24/2018 8:00:00 AM,24
3/24/2018 7:30:00 AM,34
3/22/2018 8:00:00 AM,27
3/22/2018 7:30:00 AM,77
3/21/2018 8:00:00 AM,4
3/21/2018 7:30:00 AM,9
3/20/2018 11:00:00 AM,38
3/17/2018 8:00:00 AM,7
3/17/2018 7:30:00 AM,16
3/16/2018 8:00:00 AM,17
